z5102866,onelayer,0.9096999123831776,0.907051282051282
z5102866,twolayer,0.8978533878504673,0.8950320512820513
z5102866,twolayer,0.9020334404205608,0.9019431089743589
z5102866,onelayer,0.9108863901869159,0.9127604166666666
z5102866,twolayer,0.8887813960280374,0.8879206730769231
z5102866,twolayer,0.8885806074766355,0.8887219551282052
z5102866,twolayer,0.902690566588785,0.8991386217948718
z5102866,onelayer,0.9100467289719626,0.9096554487179487
z5102866,twolayer,0.9051000292056075,0.9058493589743589
z5102866,conv,0.9777307242990654,0.9779647435897436
z5102866,onelayer,0.9071626752336449,0.9078525641025641
z5102866,twolayer,0.8952796436915887,0.8943309294871795
z5102866,onelayer,0.9106673481308412,0.9140625
z5102866,conv,0.978351343457944,0.9772636217948718
z5102866,onelayer,0.9098459404205608,0.9085536858974359
z5102866,onelayer,0.9110141647196262,0.9107572115384616
z5102866,onelayer,0.9088785046728972,0.9082532051282052
z5102866,onelayer,0.912985543224299,0.9151642628205128
z5102866,onelayer,0.9139529789719626,0.9118589743589743
z5102866,onelayer,0.8965938960280374,0.8978365384615384
z5102866,onelayer,0.8915559287383178,0.8895232371794872
z5102866,onelayer,0.9128942757009346,0.9137620192307693
z5102866,onelayer,0.9101197429906542,0.9095552884615384
z5102866,twolayer,0.8910083235981309,0.8943309294871795
z5102866,onelayer,0.9115252628504673,0.9114583333333334
z5102866,twolayer,0.8977073598130841,0.8990384615384616
z5102866,onelayer,0.9106125876168224,0.9082532051282052
z5102866,onelayer,0.910503066588785,0.909354967948718
z5102866,twolayer,0.9186988901869159,0.9167668269230769
z5102866,twolayer,0.9325533002336449,0.9350961538461539
z5102866,onelayer,0.9069801401869159,0.9077524038461539
z5102866,onelayer,0.9089515186915887,0.9085536858974359
